Run,SpecifySystem,DeploySystem,DesignHardware,PrototypeHardware,TestHardware,ManufactureHardware,DesignSoftware,ImproveSoftware,ReleaseSoftware,DesignDocumentation,DesignTraining,PrepareCertification,TrainOperators,FinalizeCertification,Total duration at mid_gate,Total duration,Label
542,8.4,6.8,11.0,5.2,2.1,9.2,16.0,9.3,9.4,5.4,5.4,6.5,7.5,15.1,60.07,117.35,0
146,7.6,5.5,9.1,5.6,1.9,9.4,15.3,8.1,8.6,5.8,4.8,7.2,6.3,14.8,57.29,109.99,0
900,7.7,6.7,10.3,5.5,2.0,9.2,14.6,9.1,9.2,6.5,5.2,9.5,7.3,14.0,61.34,117.0,0
520,7.9,6.0,11.0,6.3,2.2,11.1,14.2,8.8,9.6,5.7,4.5,9.0,7.3,13.5,60.65,116.97,0
35,6.8,5.8,9.7,6.4,1.2,10.0,16.8,8.9,9.0,5.0,5.2,9.0,7.0,14.1,60.04,114.75,0
842,7.9,7.3,11.0,7.1,2.7,11.1,15.0,8.8,9.5,7.4,5.2,10.9,7.5,15.9,67.19,127.3,1
454,7.4,4.6,10.9,5.0,2.4,10.1,17.2,8.9,8.8,6.6,5.4,9.5,7.3,12.9,64.28,116.83,0
123,6.5,5.2,9.7,4.2,1.6,8.5,13.5,8.4,8.2,5.0,4.5,8.2,6.5,13.7,53.23,103.78,0
703,6.4,6.7,9.1,4.7,2.6,11.9,19.4,9.0,9.3,5.7,5.3,11.2,7.4,19.8,64.4,128.56,1
776,7.4,5.1,8.2,5.2,1.3,8.3,15.0,8.2,8.2,5.0,4.4,6.5,6.6,13.5,53.08,102.98,0
169,6.9,5.9,8.3,4.9,1.6,9.8,15.7,8.9,8.6,4.7,4.6,7.2,6.9,11.7,53.99,105.71,0
698,8.2,5.2,9.6,5.3,1.4,9.5,16.2,8.5,9.3,6.3,5.1,7.8,6.7,15.9,59.9,114.95,0
413,8.1,5.9,9.3,6.6,1.6,10.0,17.0,8.7,9.0,5.7,4.4,9.7,7.3,15.3,62.56,118.79,0
765,7.6,6.1,9.7,5.9,1.8,9.8,14.6,8.8,8.9,6.1,4.9,9.3,7.1,11.1,59.89,111.67,0
260,8.7,6.8,10.1,5.2,2.2,8.6,14.7,9.1,9.3,6.6,5.1,9.3,7.2,12.6,61.84,115.41,0
893,6.2,5.1,9.2,5.8,1.8,9.0,15.3,8.7,8.6,4.5,4.8,8.8,6.5,14.5,56.38,108.72,0
145,7.9,5.2,9.9,5.6,1.4,9.3,16.6,8.5,8.6,5.7,5.1,9.5,6.7,13.7,61.66,113.58,0
381,7.5,5.8,9.2,4.8,1.1,9.7,12.7,8.8,8.5,5.4,4.7,6.4,6.6,13.8,51.56,104.81,0
721,8.1,5.6,9.4,5.5,1.9,10.2,15.9,8.7,8.8,5.7,4.3,6.9,6.7,11.0,57.73,108.83,0
357,7.6,6.8,10.5,6.3,1.3,9.1,14.3,9.2,9.3,5.3,4.6,8.7,6.9,13.7,58.67,113.54,0
251,7.5,4.7,10.3,5.2,1.8,9.2,15.5,9.1,8.4,5.5,4.8,9.1,6.6,15.5,59.63,113.15,0
648,7.6,5.8,9.9,5.3,1.7,8.9,15.1,8.8,8.9,4.8,4.6,8.1,6.8,13.7,57.18,109.98,0
630,8.6,4.5,11.7,6.5,2.3,11.1,18.6,9.5,9.8,7.4,4.5,7.1,7.2,17.7,66.61,126.43,1
246,6.4,4.9,8.9,4.9,1.4,8.9,12.8,8.6,8.5,4.6,4.6,7.7,6.7,12.7,51.32,101.53,0
939,8.4,5.0,11.0,6.7,2.1,10.2,17.1,9.5,9.4,5.9,4.3,6.4,7.4,18.1,61.98,121.48,1
931,6.4,4.3,8.6,4.4,1.2,8.4,13.1,8.2,8.2,4.8,4.4,7.2,6.1,11.8,49.98,96.94,0
731,7.9,6.2,10.2,4.8,2.3,9.9,14.2,8.9,9.0,5.0,5.1,9.7,6.7,11.8,59.21,111.69,0
681,9.3,7.1,10.0,5.8,2.0,10.3,15.7,8.9,9.8,6.4,5.0,9.6,6.7,17.5,63.81,124.09,1
437,9.1,6.1,10.3,6.3,1.4,8.5,16.9,9.1,9.4,6.8,5.4,10.3,7.3,17.9,66.47,124.74,1
924,6.6,4.9,8.6,5.6,1.8,8.8,14.4,8.5,8.8,4.6,4.7,7.8,6.1,13.2,54.18,104.47,0
813,6.8,5.0,9.2,4.6,1.2,9.0,12.7,8.5,8.3,5.2,4.5,7.4,6.1,12.6,51.61,101.15,0
574,6.5,4.2,8.4,4.3,1.3,8.6,13.1,8.2,8.2,4.5,4.2,6.9,6.2,11.6,49.34,96.26,0
543,7.4,5.1,8.9,5.3,1.4,9.3,14.7,8.5,8.7,5.0,4.2,7.6,6.6,10.8,54.41,103.23,0
499,8.5,6.2,9.5,6.3,1.7,9.6,16.5,9.1,9.3,6.2,5.1,9.4,7.1,14.1,63.17,118.61,0
199,8.5,4.8,11.1,5.8,2.6,11.6,17.2,8.9,9.3,5.4,5.7,10.1,7.4,18.0,66.4,126.3,1
190,8.2,6.3,10.5,6.7,1.2,9.3,16.1,9.1,9.4,5.1,5.0,10.2,6.3,12.7,62.95,116.0,0
635,8.7,7.4,9.4,7.0,1.6,11.3,17.0,9.1,8.3,5.9,5.2,7.4,7.6,12.3,62.35,118.43,0
361,7.1,7.0,11.0,5.1,2.2,10.4,16.5,9.2,8.6,6.8,5.0,9.3,7.0,16.6,62.75,121.51,1
284,7.0,5.3,8.7,5.2,1.6,9.4,13.0,8.6,8.6,5.0,4.8,8.2,6.3,13.9,53.47,105.6,0
916,8.1,5.7,9.2,6.0,1.0,9.7,15.9,9.0,9.1,6.3,5.1,9.3,7.1,14.7,60.95,116.19,0
522,8.8,5.1,9.6,7.8,1.7,10.5,19.6,8.7,9.2,5.0,4.9,8.6,7.5,19.3,65.95,126.24,1
395,7.2,5.8,9.5,5.2,2.0,10.1,16.2,8.7,8.5,5.2,4.8,9.0,7.1,14.2,58.99,113.31,0
917,8.7,7.7,10.6,5.0,2.2,10.6,16.6,8.9,9.5,6.6,5.0,11.6,6.6,19.3,66.27,128.86,1
654,7.3,5.5,8.9,5.4,1.4,9.5,13.0,8.7,8.8,5.5,4.2,8.7,6.9,11.1,54.39,104.9,0
757,9.0,5.8,10.1,5.2,1.9,9.9,15.2,8.6,9.0,5.5,4.7,9.7,7.6,17.1,61.16,119.18,0
718,7.3,6.1,10.5,5.1,2.2,9.8,15.4,8.6,9.1,6.5,4.7,9.7,6.7,15.5,61.34,117.23,0
612,6.9,5.6,9.5,5.2,1.4,9.2,13.6,8.6,8.6,4.6,4.9,7.5,6.8,13.5,53.66,105.95,0
679,9.4,6.4,11.2,6.4,2.9,10.7,17.6,9.0,9.2,6.8,6.0,10.8,6.7,12.9,71.1,126.04,1
545,8.1,6.7,10.6,6.2,2.3,11.3,15.1,9.0,9.5,5.1,4.5,8.8,7.4,11.2,60.79,115.95,0
407,6.6,5.2,9.4,5.6,1.8,8.7,15.0,8.8,8.3,5.1,4.6,7.8,6.8,14.1,55.82,107.67,0
184,8.6,7.0,10.6,6.6,1.7,11.3,19.5,9.5,9.2,6.1,5.0,10.7,6.9,13.3,68.75,125.87,1
460,8.2,7.3,11.4,7.1,2.6,10.2,15.0,8.4,9.8,7.1,5.0,10.7,6.9,17.2,67.21,126.97,1
785,7.9,5.9,10.1,6.1,1.6,9.2,15.8,8.9,9.0,5.2,4.3,9.2,7.0,11.1,60.29,111.51,0
420,7.1,5.6,10.4,5.2,1.4,8.8,14.1,8.6,8.7,4.7,4.6,8.0,6.8,16.1,55.69,110.27,0
977,9.3,6.8,10.1,7.0,2.6,11.2,14.9,9.2,8.8,6.7,5.0,11.0,7.6,13.2,66.65,123.47,1
849,6.8,6.1,10.7,5.0,2.2,10.0,14.0,9.3,9.1,5.1,5.1,8.4,6.8,15.7,57.43,114.5,0
209,6.9,6.9,9.9,6.5,1.7,10.4,17.4,9.5,8.7,5.9,5.3,10.3,6.9,15.5,63.79,121.88,1
888,7.2,5.5,8.9,5.0,1.5,8.5,12.4,8.4,8.4,5.2,4.7,7.1,6.8,12.4,52.08,102.04,0
192,8.4,6.0,9.4,4.9,1.6,9.5,15.1,9.1,8.5,6.6,5.2,8.3,6.8,11.4,59.48,110.92,0
302,7.6,6.1,8.9,6.3,1.5,9.8,14.5,9.2,9.1,5.2,4.9,9.3,7.3,14.0,58.07,113.56,0
173,8.2,6.2,10.9,5.9,2.1,8.6,17.9,8.6,8.5,6.3,5.0,7.9,7.3,16.4,64.21,119.75,0
8,8.7,4.5,11.3,5.5,1.4,11.2,17.7,9.0,9.1,6.6,4.9,10.1,7.0,17.4,66.2,124.43,1
816,6.4,5.1,8.2,5.0,1.4,8.6,13.3,8.4,8.2,4.4,4.6,7.6,6.5,12.7,51.0,100.56,0
621,6.9,4.9,8.6,5.6,1.4,8.7,14.5,8.4,8.8,5.8,4.9,8.5,6.1,14.3,56.07,107.25,0
722,7.3,6.9,9.2,4.9,2.5,9.3,13.5,9.5,8.3,6.4,4.6,8.8,6.9,14.6,57.24,112.76,0
678,9.4,7.0,11.1,5.8,2.2,10.3,18.7,8.6,9.0,6.1,5.4,10.5,6.8,15.5,69.21,126.49,1
504,6.8,4.4,9.7,5.3,1.2,9.4,15.1,9.0,9.0,5.8,4.8,8.4,6.8,10.9,57.08,106.64,0
772,7.9,4.5,10.3,5.8,2.3,9.9,14.1,8.2,9.2,5.5,4.2,10.2,6.8,13.3,60.34,112.14,0
53,7.3,4.8,9.0,5.7,2.2,9.6,15.4,8.9,8.7,6.3,4.9,8.8,7.2,14.5,59.66,113.31,0
887,6.6,6.2,10.0,5.6,2.2,9.6,16.9,9.0,8.7,5.5,4.9,9.5,7.2,15.9,61.27,117.85,0
362,9.8,5.8,9.9,7.7,2.5,12.0,18.5,9.8,9.3,7.7,5.8,11.0,7.6,17.0,72.7,134.11,1
379,9.2,7.4,9.7,7.9,2.4,11.0,17.3,9.5,9.2,6.9,4.9,9.7,8.0,12.9,68.0,125.95,1
256,8.5,6.6,10.7,4.9,2.4,10.5,17.3,9.4,8.6,7.0,4.8,9.1,7.5,17.4,64.7,124.76,1
796,7.6,4.5,10.3,5.8,1.8,9.8,15.9,9.3,8.6,6.0,5.2,7.0,6.5,12.7,59.61,111.05,0
803,6.9,6.7,9.3,7.5,2.7,10.4,17.2,9.0,8.9,5.6,5.4,11.1,7.1,13.5,65.83,121.55,1
595,7.3,6.0,8.8,4.8,1.9,9.3,14.4,8.4,8.6,6.4,4.8,8.7,6.8,10.0,57.09,106.2,0
264,7.8,6.1,9.5,6.2,2.0,10.4,13.5,9.1,9.4,6.4,5.4,8.2,6.5,16.4,58.95,116.77,0
782,8.7,7.5,10.8,6.4,1.8,10.9,15.7,9.1,9.0,7.4,5.3,7.6,7.4,16.9,63.63,124.41,1
182,7.6,4.3,10.1,5.9,1.8,9.7,15.6,8.7,9.1,6.0,4.9,8.1,6.8,13.0,60.01,111.57,0
626,7.3,5.2,9.0,5.6,2.4,10.5,17.7,9.2,8.4,6.6,4.6,7.9,7.5,17.6,61.08,119.46,0
554,7.7,7.5,9.0,6.7,2.6,11.4,17.0,9.7,9.3,6.6,5.2,11.2,7.4,17.4,65.8,128.63,1
482,6.3,5.3,9.5,4.4,1.6,9.0,13.7,8.3,8.6,5.3,4.5,8.0,6.6,11.0,53.29,102.04,0
641,8.7,7.4,11.1,4.7,2.7,10.9,16.8,8.7,9.6,6.3,4.9,10.6,7.2,15.9,65.84,125.54,1
797,8.8,6.2,10.3,7.1,2.5,9.7,18.1,9.6,9.8,7.6,5.8,9.4,7.4,16.2,69.48,128.32,1
5,7.6,5.1,10.0,5.7,1.9,8.3,15.0,9.1,9.1,5.7,4.9,9.1,7.0,11.3,59.89,109.64,0
882,6.6,5.1,8.0,5.1,1.5,8.8,12.7,8.5,8.6,4.8,4.2,6.9,6.4,11.4,49.82,98.71,0
485,8.3,5.1,9.2,6.6,2.5,9.8,16.5,8.5,9.3,5.8,4.9,8.1,7.4,14.9,62.01,116.95,0
830,9.1,6.3,11.4,7.0,1.4,11.0,12.4,9.3,8.4,6.3,5.4,7.3,6.6,16.8,60.38,118.82,0
979,6.6,7.0,11.4,5.7,2.6,10.2,14.7,9.4,9.3,4.9,5.2,10.5,6.6,14.1,61.65,118.31,0
661,7.3,6.0,9.8,5.7,1.6,9.0,16.3,9.0,8.9,5.6,5.1,8.5,7.2,15.0,59.95,115.07,0
855,8.3,5.1,11.1,6.8,2.2,9.8,16.5,9.4,9.0,4.9,5.0,9.1,7.1,14.2,63.68,118.28,0
307,6.3,4.4,8.3,4.2,1.1,8.1,12.5,8.1,8.1,4.3,4.0,6.5,6.2,10.4,47.34,92.68,0
403,6.6,5.1,8.4,5.4,1.4,8.9,15.7,8.9,8.7,5.0,4.5,7.2,6.5,14.5,54.35,106.96,0
153,8.6,6.8,9.6,6.2,1.8,10.1,16.6,9.3,9.2,6.0,4.6,7.5,7.2,15.3,60.9,118.86,0
464,6.9,4.9,9.2,6.2,1.4,10.5,17.0,9.2,8.7,6.0,5.2,7.5,7.1,13.0,59.44,112.91,0
492,7.5,6.5,11.2,6.4,2.2,9.1,16.9,8.9,9.5,6.7,5.4,11.1,7.7,12.4,67.44,121.56,1
694,6.9,6.9,11.3,6.0,2.0,8.9,18.1,9.6,8.6,5.7,5.4,11.6,7.7,16.5,67.07,125.27,1
937,8.4,4.9,8.9,5.1,2.0,10.5,16.4,8.9,8.4,6.4,5.1,9.2,7.0,13.1,61.57,114.4,0
872,8.7,6.3,11.2,5.9,2.6,9.8,15.5,8.5,9.2,7.3,5.5,7.5,6.6,17.8,64.19,122.44,1
617,8.9,6.8,11.0,5.0,1.7,10.8,15.2,9.5,8.8,6.3,5.3,10.9,6.6,16.8,64.17,123.49,1
227,7.3,4.6,9.7,4.7,1.8,9.7,15.7,8.3,8.9,5.2,4.8,7.8,6.5,14.2,57.09,109.34,0
738,8.8,6.9,10.9,6.2,1.6,10.3,17.5,8.7,8.8,5.3,5.2,9.2,6.3,16.7,64.74,122.42,1
126,7.6,5.8,11.3,7.2,2.5,9.4,16.4,9.5,9.3,6.1,5.1,9.5,7.1,16.3,65.68,122.95,1
321,8.6,6.5,10.5,5.7,2.5,9.5,17.0,8.7,9.1,4.5,4.4,8.8,7.4,14.9,61.88,117.97,0
878,6.8,5.5,9.3,5.5,1.5,10.0,15.6,8.6,8.5,5.8,4.6,6.7,6.4,11.9,55.85,106.77,0
324,6.9,5.1,9.1,4.5,1.6,9.1,13.5,8.6,8.4,4.8,4.1,6.8,6.0,12.8,51.22,101.14,0
136,7.1,5.9,9.1,5.6,1.9,10.2,15.9,8.7,8.3,4.4,4.4,7.5,7.1,13.0,55.83,109.03,0
290,7.1,5.0,9.3,5.6,2.3,11.2,15.1,9.2,9.2,5.2,4.3,8.7,7.0,17.1,57.69,116.33,0
481,7.8,7.2,11.3,5.7,2.3,8.7,17.6,9.0,9.6,7.7,5.7,9.3,7.6,10.6,67.42,120.13,1
358,8.8,7.3,11.5,7.2,2.3,9.1,18.6,9.3,8.9,6.6,5.0,9.9,7.5,16.9,69.88,128.84,1
33,6.3,4.2,8.3,4.3,1.1,8.2,12.7,8.1,8.2,4.1,4.0,6.5,6.1,10.9,47.44,93.1,0
787,6.1,4.2,8.1,4.1,1.1,8.2,12.1,8.1,8.0,4.2,4.1,6.3,6.1,10.4,46.0,90.93,0
927,8.5,6.2,10.9,5.3,1.5,10.8,15.1,9.2,8.3,6.3,4.7,7.1,7.3,17.1,59.36,118.32,0
65,9.3,6.1,11.7,7.3,2.2,11.1,17.6,8.7,8.6,7.6,5.8,8.3,7.8,15.1,69.72,127.14,1
568,8.5,6.2,10.4,4.6,2.3,10.0,16.4,8.6,9.1,5.4,4.6,8.2,6.6,13.5,60.35,114.39,0
62,7.3,4.9,8.9,4.5,1.7,9.4,14.6,8.6,8.6,5.3,4.7,6.3,6.5,12.6,53.39,104.04,0
330,7.0,4.6,8.9,4.9,1.4,8.6,12.9,8.4,8.2,4.3,4.3,7.3,6.4,11.8,51.11,99.04,0
550,6.6,4.4,8.6,4.5,1.3,8.4,13.1,8.3,8.2,4.2,4.2,6.2,6.3,10.4,48.65,94.65,0
423,7.0,5.0,9.3,5.5,1.5,8.6,15.0,8.6,8.3,5.1,4.3,7.1,6.4,12.7,54.66,104.31,0
562,8.1,4.9,10.6,6.2,2.3,8.7,15.1,8.9,8.7,5.3,4.6,9.4,7.9,14.0,61.58,114.71,0
658,8.7,4.4,11.0,6.7,2.3,11.3,16.4,9.0,9.5,6.7,5.6,11.1,7.7,14.9,68.51,125.3,1
571,8.7,6.6,10.2,5.3,2.0,10.3,17.1,9.3,8.6,6.6,4.4,7.7,7.4,17.1,62.15,121.42,1
734,8.5,6.0,10.1,6.2,1.5,10.7,16.8,8.6,9.3,7.3,4.6,10.9,7.7,14.0,65.93,122.34,1
332,7.9,6.4,9.9,5.7,1.9,9.2,16.2,8.9,9.1,5.7,4.7,8.7,7.2,12.3,60.8,113.83,0
57,8.6,5.5,10.0,5.4,1.9,10.6,12.5,9.0,8.5,6.6,4.4,6.3,7.3,12.8,55.72,109.39,0
898,8.4,6.9,8.4,7.0,1.5,10.8,19.1,9.3,9.1,5.9,5.4,8.7,7.7,15.6,64.57,124.04,1
959,7.7,4.6,8.9,5.0,1.6,8.9,15.9,8.9,8.8,5.7,5.0,8.1,6.9,14.1,57.89,110.09,0
874,9.3,7.7,8.9,5.2,2.9,11.2,18.6,8.6,9.3,6.3,5.1,11.2,6.8,14.2,67.51,125.31,1
726,7.4,4.9,9.0,4.7,1.5,9.0,13.8,8.4,8.4,5.2,4.3,8.5,6.7,12.3,54.27,104.06,0
119,7.6,5.1,9.2,6.0,1.7,9.8,15.2,8.6,8.9,5.7,4.8,9.1,6.1,13.8,59.19,111.58,0
488,6.5,4.4,8.6,4.3,1.3,8.5,12.7,8.3,8.3,4.3,4.1,6.6,6.2,11.2,48.3,95.15,0
589,8.6,6.4,8.8,4.9,2.3,10.6,13.7,8.6,9.3,5.8,5.2,8.7,6.9,16.5,58.03,116.35,0
275,6.9,6.0,10.1,6.0,2.0,10.4,16.5,9.3,8.7,6.1,5.1,9.5,7.1,15.8,62.19,119.47,0
682,8.6,5.6,10.8,4.4,2.3,10.3,17.7,9.5,9.3,5.3,5.6,8.7,7.3,17.7,63.46,123.1,1
693,6.4,4.6,9.6,6.0,1.7,9.6,15.6,8.5,8.6,5.8,4.4,8.1,7.1,13.7,57.71,109.83,0
713,8.8,6.5,10.0,4.7,2.2,10.6,17.3,9.6,9.4,6.3,5.3,8.3,6.4,18.2,62.8,123.44,1
934,8.2,6.3,10.3,5.6,2.1,9.8,13.3,9.1,8.9,5.2,5.0,8.2,7.0,13.7,57.79,112.58,0
289,8.2,5.1,10.2,5.5,1.8,10.2,15.5,8.7,9.1,6.1,4.6,8.7,6.9,13.7,60.58,114.44,0
296,8.4,4.9,9.2,6.6,1.6,9.9,16.4,9.4,9.1,6.6,5.0,6.9,7.1,16.2,60.58,117.19,0
131,8.9,6.8,9.4,6.3,1.8,9.7,17.1,8.5,9.3,6.1,5.2,9.9,6.7,12.2,64.67,117.91,0
27,7.0,4.2,8.7,5.0,1.5,8.6,13.2,8.2,8.3,5.0,4.5,7.2,6.5,11.6,52.14,99.49,0
742,8.2,5.9,11.4,7.5,2.5,10.4,15.6,9.6,9.1,6.2,5.6,11.2,7.0,17.8,68.24,128.09,1
918,7.9,6.2,8.6,5.4,1.9,10.2,13.5,8.7,9.0,5.7,4.7,8.6,7.1,11.9,56.19,109.3,0
401,8.9,6.8,9.0,7.0,2.1,9.3,16.2,8.8,9.4,6.0,4.6,10.6,7.4,17.1,64.32,123.16,1
427,9.6,7.7,11.4,6.7,2.0,9.8,18.4,9.3,9.6,7.7,5.8,11.1,6.9,18.2,72.73,134.19,1
1,7.3,7.4,9.4,7.2,1.9,11.5,17.7,9.7,8.5,6.3,5.7,8.3,7.0,18.8,63.78,126.72,1
425,6.8,7.3,11.7,5.0,1.5,11.4,17.2,9.4,9.4,6.8,5.5,11.4,7.0,17.3,65.89,127.74,1
892,8.2,4.3,11.5,7.4,2.6,10.1,15.6,8.5,9.7,7.0,5.1,10.7,7.2,18.5,68.01,126.35,1
854,7.5,4.6,9.8,6.3,2.3,9.5,15.5,8.7,9.4,6.1,4.5,9.0,6.6,12.4,61.06,112.27,0
56,7.0,6.4,10.7,5.8,2.1,9.6,18.1,9.5,8.1,6.6,5.1,7.9,7.5,13.9,63.29,118.37,0
461,8.4,7.0,11.8,7.0,1.9,11.3,16.9,8.5,9.9,5.9,5.5,9.9,7.0,16.7,67.19,127.64,1
580,8.4,5.4,10.9,4.2,2.2,9.3,18.3,9.5,9.3,7.2,5.4,10.6,6.8,13.4,67.12,120.92,1
802,6.2,4.4,8.1,4.2,1.2,8.3,12.8,8.2,8.1,4.3,4.2,6.7,6.2,11.0,47.75,93.89,0
667,7.3,5.0,9.7,6.4,2.2,9.8,15.4,9.3,8.7,5.4,5.2,9.4,7.3,14.1,61.0,115.25,0
377,8.4,6.9,9.9,6.9,2.1,10.9,15.8,8.3,9.2,6.5,4.4,9.8,7.4,14.4,63.53,120.77,1
818,8.3,7.0,10.5,6.3,2.5,9.2,14.8,9.3,9.4,7.3,4.8,10.4,7.5,15.6,64.87,122.85,1
205,9.3,4.5,10.6,7.0,2.9,11.6,18.4,9.7,8.8,6.7,5.5,9.4,7.9,18.1,69.74,130.41,1
820,7.7,5.8,10.8,5.1,2.1,9.6,13.2,9.2,9.4,6.8,5.0,9.9,7.1,10.9,60.57,112.61,0
378,9.2,6.6,11.0,5.0,1.9,10.2,15.7,9.5,9.1,5.8,5.5,9.7,7.1,17.4,63.7,123.56,1
922,6.6,5.4,9.4,4.3,1.6,9.4,13.8,8.6,8.6,5.2,4.2,7.9,6.1,10.8,53.15,101.94,0
622,6.7,4.8,9.5,5.3,1.5,9.3,14.7,8.7,8.6,5.4,4.3,8.1,6.5,13.6,55.6,107.12,0
257,7.0,5.5,9.1,5.6,1.7,10.2,13.4,9.0,9.1,6.0,4.6,8.5,6.1,13.4,55.94,109.34,0
528,7.7,6.1,9.1,6.0,1.8,10.1,13.6,8.4,9.0,5.6,4.6,7.9,6.4,10.2,56.28,106.53,0
421,8.9,6.1,10.7,6.6,1.6,10.9,15.4,9.0,8.9,6.3,5.1,9.3,7.2,12.3,63.94,118.45,0
533,6.8,4.6,9.9,5.5,1.9,9.1,15.1,8.6,8.9,4.7,4.8,8.2,7.0,15.2,56.91,110.32,0
317,7.6,6.5,9.0,5.4,1.2,10.0,15.7,9.2,8.4,5.0,5.2,9.1,7.1,16.1,58.1,115.34,0
843,6.9,7.6,10.2,7.8,2.6,10.8,19.8,9.1,8.9,7.5,4.4,11.9,7.9,14.7,71.15,130.15,1
632,7.6,4.6,9.6,5.1,1.7,9.0,13.7,8.4,8.8,5.3,4.5,8.2,6.5,12.4,55.77,105.55,0
354,6.4,5.1,9.6,5.4,1.7,8.6,14.3,8.6,8.4,5.2,4.6,8.3,6.7,13.1,55.35,105.92,0
219,7.2,5.5,9.6,5.7,1.7,9.6,13.8,8.7,8.5,5.7,4.9,8.6,6.6,14.5,57.02,110.39,0
656,6.9,7.0,8.6,5.7,2.6,10.4,16.2,9.5,9.2,7.3,5.7,11.3,7.2,17.0,64.34,124.53,1
670,7.7,5.8,9.8,5.2,1.5,10.0,16.2,9.1,8.7,5.8,4.5,7.8,7.0,15.6,58.49,114.8,0
253,6.4,5.5,8.8,7.5,2.0,10.4,13.9,9.7,9.0,5.2,5.3,7.2,7.7,19.1,56.28,117.73,0
864,8.0,5.0,9.4,6.5,1.8,10.5,14.4,8.5,9.2,6.5,5.2,8.7,7.1,16.8,60.61,117.68,0
884,9.6,5.7,11.2,7.6,2.5,10.5,19.8,9.3,9.9,7.0,5.3,11.2,7.4,15.8,74.19,132.83,1
662,6.8,4.5,9.0,4.9,1.5,9.0,12.7,8.2,8.4,4.5,4.4,7.3,6.4,12.2,50.99,99.61,0
668,6.6,4.1,8.3,4.4,1.2,8.5,13.2,8.2,8.3,4.6,4.3,6.7,6.2,11.0,49.3,95.55,0
21,8.6,5.4,8.6,5.7,1.8,10.6,17.8,8.8,9.0,6.0,5.4,7.8,7.3,16.1,61.62,118.93,0
338,9.3,7.7,11.5,7.2,2.7,10.2,18.8,8.5,8.2,6.7,5.8,10.3,7.3,11.9,72.38,126.16,1
799,8.3,6.5,11.0,6.5,1.2,9.0,16.9,9.5,9.0,5.0,5.5,10.4,7.3,16.8,64.81,122.84,1
790,9.0,4.7,10.9,6.1,2.4,10.2,16.7,8.6,9.5,7.0,4.8,10.9,7.1,14.2,67.8,122.19,1
341,8.3,6.3,11.2,6.9,2.6,11.2,16.5,8.4,8.4,5.2,4.7,10.9,7.2,11.7,66.32,119.52,0
808,6.2,4.3,8.3,4.4,1.1,8.3,12.7,8.1,8.1,4.3,4.1,6.3,6.1,10.9,47.52,93.42,0
347,7.5,5.4,9.5,5.0,1.8,9.3,14.7,8.4,8.6,5.2,4.2,8.0,6.1,12.5,55.96,106.29,0
398,7.0,5.6,9.7,5.4,1.7,9.6,15.4,9.0,8.7,5.9,4.7,7.3,6.7,14.8,57.07,111.44,0
581,6.4,4.3,8.5,4.1,1.0,8.2,12.9,8.2,8.2,4.4,4.1,6.8,6.2,11.0,48.14,94.16,0
823,6.7,5.1,8.7,4.9,1.5,9.2,13.7,8.3,8.5,4.6,4.6,7.7,6.3,12.0,52.47,101.88,0
669,8.7,7.1,9.7,4.7,2.0,10.6,16.7,8.8,8.9,7.4,5.1,7.9,7.4,18.5,62.22,123.64,1
396,7.2,6.4,11.0,5.1,1.6,10.6,18.2,9.6,9.8,6.7,5.7,11.1,6.7,15.7,66.65,125.39,1
683,7.3,5.6,10.3,4.9,1.2,10.4,16.3,9.2,8.7,5.4,5.2,7.9,6.8,12.7,58.46,111.94,0
37,8.2,6.6,10.7,6.1,2.3,10.0,15.0,9.4,9.3,5.7,4.9,9.2,7.0,14.1,61.9,118.32,0
859,6.5,5.2,9.5,5.7,2.0,8.9,17.1,8.4,9.1,5.9,5.0,8.3,7.1,12.4,59.81,111.04,0
597,6.5,4.6,8.1,4.4,1.4,8.3,13.6,8.3,8.3,4.9,4.3,7.0,6.4,11.0,50.17,97.05,0
